,Date,Latitude,Longitude,Bin_Number,Bin_value,bin_cate
557,2022-02-12,12.88043,80.076799,8,86,1
558,2022-02-12,12.880518,80.076922,9,37,1
559,2022-02-12,12.880215,80.076766,10,69,1
560,2022-02-12,12.880027,80.076831,11,61,2
561,2022-02-12,12.879985,80.076997,12,69,2
562,2022-02-12,12.879938,80.077174,13,41,2
563,2022-02-12,12.879901,80.077351,14,58,2
564,2022-02-12,12.879818,80.077496,15,71,2
565,2022-02-12,12.879781,80.077743,16,38,2
566,2022-02-12,12.879708,80.077904,17,50,2
567,2022-02-12,12.87965,80.07806,18,92,2
568,2022-02-12,12.879603,80.078264,19,56,2
569,2022-02-12,12.879512,80.078409,20,91,2
570,2022-02-12,12.881547,80.076461,21,41,3
571,2022-02-12,12.881715,80.075999,22,82,3
572,2022-02-12,12.881924,80.075602,23,75,3
573,2022-02-12,12.882101,80.075261,24,42,3
574,2022-02-12,12.882206,80.074756,25,48,3
575,2022-02-12,12.881861,80.074681,26,93,3
576,2022-02-12,12.881725,80.075046,27,32,3
577,2022-02-12,12.881536,80.075368,28,46,3
578,2022-02-12,12.881421,80.07583,29,94,3
579,2022-02-12,12.881264,80.076291,30,33,3
580,2022-02-12,12.879586,80.07653,31,81,4
581,2022-02-12,12.879356,80.076605,32,69,4
582,2022-02-12,12.879282,80.076814,33,56,4
583,2022-02-12,12.879481,80.076503,34,100,4
584,2022-02-12,12.879251,80.077018,35,72,4
585,2022-02-12,12.879193,80.077212,36,39,4
586,2022-02-12,12.879146,80.077357,37,58,4
587,2022-02-12,12.879037,80.077459,38,26,4
588,2022-02-12,12.878995,80.077695,39,88,4
589,2022-02-12,12.878911,80.077877,40,85,4
590,2022-02-12,12.879795,80.07505,41,50,5
591,2022-02-12,12.87969,80.075254,42,98,5
592,2022-02-12,12.880046,80.074761,43,53,5
593,2022-02-12,12.88037,80.075362,44,43,5
594,2022-02-12,12.880642,80.075008,45,45,5
595,2022-02-12,12.881113,80.075201,46,86,5
596,2022-02-12,12.880893,80.075544,47,47,5
597,2022-02-12,12.881018,80.075534,48,74,5
598,2022-02-12,12.879696,80.075132,49,82,5
599,2022-02-12,12.881133,80.075362,50,28,5
600,2022-02-13,12.879995,80.07858,1,47,1
601,2022-02-13,12.880075,80.078284,2,96,1
602,2022-02-13,12.880195,80.078042,3,47,1
603,2022-02-13,12.880242,80.077833,4,62,1
604,2022-02-13,12.880336,80.077602,5,84,1
605,2022-02-13,12.880424,80.077378,6,48,1
606,2022-02-13,12.880503,80.077136,7,34,1
607,2022-02-13,12.88043,80.076799,8,75,1
608,2022-02-13,12.880518,80.076922,9,78,1
609,2022-02-13,12.880215,80.076766,10,37,1
610,2022-02-13,12.880027,80.076831,11,47,2
611,2022-02-13,12.879985,80.076997,12,66,2
612,2022-02-13,12.879938,80.077174,13,26,2
613,2022-02-13,12.879901,80.077351,14,69,2
614,2022-02-13,12.879818,80.077496,15,90,2
615,2022-02-13,12.879781,80.077743,16,90,2
616,2022-02-13,12.879708,80.077904,17,34,2
617,2022-02-13,12.87965,80.07806,18,75,2
618,2022-02-13,12.879603,80.078264,19,28,2
619,2022-02-13,12.879512,80.078409,20,62,2
620,2022-02-13,12.881547,80.076461,21,100,3
621,2022-02-13,12.881715,80.075999,22,30,3
622,2022-02-13,12.881924,80.075602,23,80,3
623,2022-02-13,12.882101,80.075261,24,82,3
624,2022-02-13,12.882206,80.074756,25,66,3
625,2022-02-13,12.881861,80.074681,26,61,3
626,2022-02-13,12.881725,80.075046,27,27,3
627,2022-02-13,12.881536,80.075368,28,63,3
628,2022-02-13,12.881421,80.07583,29,31,3
629,2022-02-13,12.881264,80.076291,30,43,3
630,2022-02-13,12.879586,80.07653,31,30,4
631,2022-02-13,12.879356,80.076605,32,87,4
632,2022-02-13,12.879282,80.076814,33,89,4
633,2022-02-13,12.879481,80.076503,34,32,4
634,2022-02-13,12.879251,80.077018,35,62,4
635,2022-02-13,12.879193,80.077212,36,67,4
636,2022-02-13,12.879146,80.077357,37,59,4
637,2022-02-13,12.879037,80.077459,38,95,4
638,2022-02-13,12.878995,80.077695,39,54,4
639,2022-02-13,12.878911,80.077877,40,74,4
640,2022-02-13,12.879795,80.07505,41,62,5
641,2022-02-13,12.87969,80.075254,42,98,5
642,2022-02-13,12.880046,80.074761,43,27,5
643,2022-02-13,12.88037,80.075362,44,31,5
644,2022-02-13,12.880642,80.075008,45,100,5
645,2022-02-13,12.881113,80.075201,46,82,5
646,2022-02-13,12.880893,80.075544,47,79,5
647,2022-02-13,12.881018,80.075534,48,36,5
648,2022-02-13,12.879696,80.075132,49,63,5
649,2022-02-13,12.881133,80.075362,50,81,5
650,2022-02-14,12.879995,80.07858,1,57,1
651,2022-02-14,12.880075,80.078284,2,27,1
652,2022-02-14,12.880195,80.078042,3,95,1
653,2022-02-14,12.880242,80.077833,4,42,1
654,2022-02-14,12.880336,80.077602,5,63,1
655,2022-02-14,12.880424,80.077378,6,65,1
656,2022-02-14,12.880503,80.077136,7,93,1
657,2022-02-14,12.88043,80.076799,8,44,1
658,2022-02-14,12.880518,80.076922,9,28,1
659,2022-02-14,12.880215,80.076766,10,54,1
660,2022-02-14,12.880027,80.076831,11,38,2
661,2022-02-14,12.879985,80.076997,12,46,2
662,2022-02-14,12.879938,80.077174,13,43,2
663,2022-02-14,12.879901,80.077351,14,65,2
664,2022-02-14,12.879818,80.077496,15,82,2
665,2022-02-14,12.879781,80.077743,16,86,2
666,2022-02-14,12.879708,80.077904,17,33,2
667,2022-02-14,12.87965,80.07806,18,40,2
668,2022-02-14,12.879603,80.078264,19,26,2
669,2022-02-14,12.879512,80.078409,20,66,2
670,2022-02-14,12.881547,80.076461,21,25,3
671,2022-02-14,12.881715,80.075999,22,70,3
672,2022-02-14,12.881924,80.075602,23,63,3
673,2022-02-14,12.882101,80.075261,24,39,3
674,2022-02-14,12.882206,80.074756,25,38,3
675,2022-02-14,12.881861,80.074681,26,68,3
676,2022-02-14,12.881725,80.075046,27,69,3
677,2022-02-14,12.881536,80.075368,28,56,3
678,2022-02-14,12.881421,80.07583,29,78,3
679,2022-02-14,12.881264,80.076291,30,50,3
680,2022-02-14,12.879586,80.07653,31,88,4
681,2022-02-14,12.879356,80.076605,32,75,4
682,2022-02-14,12.879282,80.076814,33,82,4
683,2022-02-14,12.879481,80.076503,34,53,4
684,2022-02-14,12.879251,80.077018,35,43,4
685,2022-02-14,12.879193,80.077212,36,46,4
686,2022-02-14,12.879146,80.077357,37,33,4
687,2022-02-14,12.879037,80.077459,38,68,4
688,2022-02-14,12.878995,80.077695,39,44,4
689,2022-02-14,12.878911,80.077877,40,35,4
690,2022-02-14,12.879795,80.07505,41,48,5
691,2022-02-14,12.87969,80.075254,42,78,5
692,2022-02-14,12.880046,80.074761,43,35,5
693,2022-02-14,12.88037,80.075362,44,85,5
694,2022-02-14,12.880642,80.075008,45,84,5
695,2022-02-14,12.881113,80.075201,46,28,5
696,2022-02-14,12.880893,80.075544,47,85,5
697,2022-02-14,12.881018,80.075534,48,77,5
698,2022-02-14,12.879696,80.075132,49,85,5
699,2022-02-14,12.881133,80.075362,50,82,5
700,2022-02-15,12.879995,80.07858,1,31,1
701,2022-02-15,12.880075,80.078284,2,43,1
702,2022-02-15,12.880195,80.078042,3,73,1
703,2022-02-15,12.880242,80.077833,4,71,1
704,2022-02-15,12.880336,80.077602,5,70,1
705,2022-02-15,12.880424,80.077378,6,34,1
706,2022-02-15,12.880503,80.077136,7,54,1
707,2022-02-15,12.88043,80.076799,8,83,1
708,2022-02-15,12.880518,80.076922,9,68,1
709,2022-02-15,12.880215,80.076766,10,64,1
710,2022-02-15,12.880027,80.076831,11,40,2
711,2022-02-15,12.879985,80.076997,12,34,2
712,2022-02-15,12.879938,80.077174,13,64,2
713,2022-02-15,12.879901,80.077351,14,38,2
714,2022-02-15,12.879818,80.077496,15,47,2
715,2022-02-15,12.879781,80.077743,16,54,2
716,2022-02-15,12.879708,80.077904,17,27,2
717,2022-02-15,12.87965,80.07806,18,91,2
718,2022-02-15,12.879603,80.078264,19,59,2
719,2022-02-15,12.879512,80.078409,20,88,2
720,2022-02-15,12.881547,80.076461,21,58,3
721,2022-02-15,12.881715,80.075999,22,85,3
722,2022-02-15,12.881924,80.075602,23,27,3
723,2022-02-15,12.882101,80.075261,24,41,3
724,2022-02-15,12.882206,80.074756,25,82,3
725,2022-02-15,12.881861,80.074681,26,84,3
726,2022-02-15,12.881725,80.075046,27,98,3
727,2022-02-15,12.881536,80.075368,28,55,3
728,2022-02-15,12.881421,80.07583,29,83,3
729,2022-02-15,12.881264,80.076291,30,87,3
730,2022-02-15,12.879586,80.07653,31,30,4
731,2022-02-15,12.879356,80.076605,32,52,4
732,2022-02-15,12.879282,80.076814,33,60,4
733,2022-02-15,12.879481,80.076503,34,77,4
734,2022-02-15,12.879251,80.077018,35,72,4
735,2022-02-15,12.879193,80.077212,36,86,4
736,2022-02-15,12.879146,80.077357,37,34,4
737,2022-02-15,12.879037,80.077459,38,38,4
738,2022-02-15,12.878995,80.077695,39,93,4
739,2022-02-15,12.878911,80.077877,40,31,4
740,2022-02-15,12.879795,80.07505,41,76,5
741,2022-02-15,12.87969,80.075254,42,44,5
742,2022-02-15,12.880046,80.074761,43,79,5
743,2022-02-15,12.88037,80.075362,44,79,5
744,2022-02-15,12.880642,80.075008,45,96,5
745,2022-02-15,12.881113,80.075201,46,56,5
746,2022-02-15,12.880893,80.075544,47,66,5
747,2022-02-15,12.881018,80.075534,48,46,5
748,2022-02-15,12.879696,80.075132,49,59,5
749,2022-02-15,12.881133,80.075362,50,58,5
750,2022-02-16,12.879995,80.07858,1,64,1
751,2022-02-16,12.880075,80.078284,2,32,1
752,2022-02-16,12.880195,80.078042,3,57,1
753,2022-02-16,12.880242,80.077833,4,68,1
754,2022-02-16,12.880336,80.077602,5,44,1
755,2022-02-16,12.880424,80.077378,6,38,1
756,2022-02-16,12.880503,80.077136,7,34,1
757,2022-02-16,12.88043,80.076799,8,85,1
758,2022-02-16,12.880518,80.076922,9,85,1
759,2022-02-16,12.880215,80.076766,10,45,1
760,2022-02-16,12.880027,80.076831,11,35,2
761,2022-02-16,12.879985,80.076997,12,56,2
762,2022-02-16,12.879938,80.077174,13,97,2
763,2022-02-16,12.879901,80.077351,14,30,2
764,2022-02-16,12.879818,80.077496,15,89,2
765,2022-02-16,12.879781,80.077743,16,90,2
766,2022-02-16,12.879708,80.077904,17,69,2
767,2022-02-16,12.87965,80.07806,18,64,2
768,2022-02-16,12.879603,80.078264,19,25,2
769,2022-02-16,12.879512,80.078409,20,51,2
770,2022-02-16,12.881547,80.076461,21,39,3
771,2022-02-16,12.881715,80.075999,22,82,3
772,2022-02-16,12.881924,80.075602,23,93,3
773,2022-02-16,12.882101,80.075261,24,59,3
774,2022-02-16,12.882206,80.074756,25,27,3
775,2022-02-16,12.881861,80.074681,26,35,3
776,2022-02-16,12.881725,80.075046,27,72,3
777,2022-02-16,12.881536,80.075368,28,43,3
778,2022-02-16,12.881421,80.07583,29,42,3
779,2022-02-16,12.881264,80.076291,30,69,3
780,2022-02-16,12.879586,80.07653,31,85,4
781,2022-02-16,12.879356,80.076605,32,77,4
782,2022-02-16,12.879282,80.076814,33,57,4
783,2022-02-16,12.879481,80.076503,34,82,4
784,2022-02-16,12.879251,80.077018,35,26,4
785,2022-02-16,12.879193,80.077212,36,33,4
786,2022-02-16,12.879146,80.077357,37,79,4
787,2022-02-16,12.879037,80.077459,38,77,4
788,2022-02-16,12.878995,80.077695,39,34,4
789,2022-02-16,12.878911,80.077877,40,75,4
790,2022-02-16,12.879795,80.07505,41,93,5
791,2022-02-16,12.87969,80.075254,42,62,5
792,2022-02-16,12.880046,80.074761,43,39,5
793,2022-02-16,12.88037,80.075362,44,38,5
794,2022-02-16,12.880642,80.075008,45,70,5
795,2022-02-16,12.881113,80.075201,46,60,5
796,2022-02-16,12.880893,80.075544,47,48,5
797,2022-02-16,12.881018,80.075534,48,60,5
798,2022-02-16,12.879696,80.075132,49,45,5
799,2022-02-16,12.881133,80.075362,50,28,5
800,2022-02-17,12.879995,80.07858,1,87,1
801,2022-02-17,12.880075,80.078284,2,69,1
802,2022-02-17,12.880195,80.078042,3,32,1
803,2022-02-17,12.880242,80.077833,4,28,1
804,2022-02-17,12.880336,80.077602,5,45,1
805,2022-02-17,12.880424,80.077378,6,76,1
806,2022-02-17,12.880503,80.077136,7,50,1
807,2022-02-17,12.88043,80.076799,8,46,1
808,2022-02-17,12.880518,80.076922,9,34,1
809,2022-02-17,12.880215,80.076766,10,67,1
810,2022-02-17,12.880027,80.076831,11,93,2
811,2022-02-17,12.879985,80.076997,12,81,2
812,2022-02-17,12.879938,80.077174,13,63,2
813,2022-02-17,12.879901,80.077351,14,25,2
814,2022-02-17,12.879818,80.077496,15,83,2
815,2022-02-17,12.879781,80.077743,16,47,2
816,2022-02-17,12.879708,80.077904,17,87,2
817,2022-02-17,12.87965,80.07806,18,85,2
818,2022-02-17,12.879603,80.078264,19,98,2
819,2022-02-17,12.879512,80.078409,20,98,2
820,2022-02-17,12.881547,80.076461,21,39,3
821,2022-02-17,12.881715,80.075999,22,31,3
822,2022-02-17,12.881924,80.075602,23,60,3
823,2022-02-17,12.882101,80.075261,24,28,3
824,2022-02-17,12.882206,80.074756,25,98,3
825,2022-02-17,12.881861,80.074681,26,52,3
826,2022-02-17,12.881725,80.075046,27,26,3
827,2022-02-17,12.881536,80.075368,28,56,3
828,2022-02-17,12.881421,80.07583,29,67,3
829,2022-02-17,12.881264,80.076291,30,92,3
830,2022-02-17,12.879586,80.07653,31,96,4
831,2022-02-17,12.879356,80.076605,32,28,4
832,2022-02-17,12.879282,80.076814,33,38,4
833,2022-02-17,12.879481,80.076503,34,31,4
834,2022-02-17,12.879251,80.077018,35,99,4
835,2022-02-17,12.879193,80.077212,36,63,4
836,2022-02-17,12.879146,80.077357,37,43,4
837,2022-02-17,12.879037,80.077459,38,41,4
838,2022-02-17,12.878995,80.077695,39,91,4
839,2022-02-17,12.878911,80.077877,40,78,4
840,2022-02-17,12.879795,80.07505,41,28,5
841,2022-02-17,12.87969,80.075254,42,37,5
842,2022-02-17,12.880046,80.074761,43,34,5
843,2022-02-17,12.88037,80.075362,44,61,5
844,2022-02-17,12.880642,80.075008,45,89,5
845,2022-02-17,12.881113,80.075201,46,71,5
846,2022-02-17,12.880893,80.075544,47,92,5
847,2022-02-17,12.881018,80.075534,48,64,5
848,2022-02-17,12.879696,80.075132,49,73,5
849,2022-02-17,12.881133,80.075362,50,30,5
850,2022-02-18,12.879995,80.07858,1,69,1
851,2022-02-18,12.880075,80.078284,2,86,1
852,2022-02-18,12.880195,80.078042,3,43,1
853,2022-02-18,12.880242,80.077833,4,44,1
854,2022-02-18,12.880336,80.077602,5,61,1
855,2022-02-18,12.880424,80.077378,6,82,1
856,2022-02-18,12.880503,80.077136,7,34,1
857,2022-02-18,12.88043,80.076799,8,76,1
858,2022-02-18,12.880518,80.076922,9,27,1
859,2022-02-18,12.880215,80.076766,10,96,1
860,2022-02-18,12.880027,80.076831,11,38,2
861,2022-02-18,12.879985,80.076997,12,68,2
862,2022-02-18,12.879938,80.077174,13,89,2
863,2022-02-18,12.879901,80.077351,14,52,2
864,2022-02-18,12.879818,80.077496,15,99,2
865,2022-02-18,12.879781,80.077743,16,70,2
866,2022-02-18,12.879708,80.077904,17,48,2
867,2022-02-18,12.87965,80.07806,18,89,2
868,2022-02-18,12.879603,80.078264,19,60,2
869,2022-02-18,12.879512,80.078409,20,71,2
870,2022-02-18,12.881547,80.076461,21,98,3
871,2022-02-18,12.881715,80.075999,22,67,3
872,2022-02-18,12.881924,80.075602,23,27,3
873,2022-02-18,12.882101,80.075261,24,30,3
874,2022-02-18,12.882206,80.074756,25,51,3
875,2022-02-18,12.881861,80.074681,26,74,3
876,2022-02-18,12.881725,80.075046,27,64,3
877,2022-02-18,12.881536,80.075368,28,87,3
878,2022-02-18,12.881421,80.07583,29,51,3
879,2022-02-18,12.881264,80.076291,30,67,3
880,2022-02-18,12.879586,80.07653,31,54,4
881,2022-02-18,12.879356,80.076605,32,65,4
882,2022-02-18,12.879282,80.076814,33,82,4
883,2022-02-18,12.879481,80.076503,34,93,4
884,2022-02-18,12.879251,80.077018,35,71,4
885,2022-02-18,12.879193,80.077212,36,49,4
886,2022-02-18,12.879146,80.077357,37,86,4
887,2022-02-18,12.879037,80.077459,38,47,4
888,2022-02-18,12.878995,80.077695,39,59,4
889,2022-02-18,12.878911,80.077877,40,78,4
890,2022-02-18,12.879795,80.07505,41,98,5
891,2022-02-18,12.87969,80.075254,42,45,5
892,2022-02-18,12.880046,80.074761,43,59,5
893,2022-02-18,12.88037,80.075362,44,99,5
894,2022-02-18,12.880642,80.075008,45,56,5
895,2022-02-18,12.881113,80.075201,46,78,5
896,2022-02-18,12.880893,80.075544,47,63,5
897,2022-02-18,12.881018,80.075534,48,33,5
898,2022-02-18,12.879696,80.075132,49,34,5
899,2022-02-18,12.881133,80.075362,50,72,5
900,2022-02-19,12.879995,80.07858,1,92,1
901,2022-02-19,12.880075,80.078284,2,52,1
902,2022-02-19,12.880195,80.078042,3,67,1
903,2022-02-19,12.880242,80.077833,4,97,1
904,2022-02-19,12.880336,80.077602,5,39,1
905,2022-02-19,12.880424,80.077378,6,28,1
906,2022-02-19,12.880503,80.077136,7,49,1
907,2022-02-19,12.88043,80.076799,8,85,1
908,2022-02-19,12.880518,80.076922,9,61,1
909,2022-02-19,12.880215,80.076766,10,38,1
910,2022-02-19,12.880027,80.076831,11,73,2
911,2022-02-19,12.879985,80.076997,12,65,2
912,2022-02-19,12.879938,80.077174,13,91,2
913,2022-02-19,12.879901,80.077351,14,56,2
914,2022-02-19,12.879818,80.077496,15,40,2
915,2022-02-19,12.879781,80.077743,16,40,2
916,2022-02-19,12.879708,80.077904,17,60,2
917,2022-02-19,12.87965,80.07806,18,34,2
918,2022-02-19,12.879603,80.078264,19,100,2
919,2022-02-19,12.879512,80.078409,20,54,2
920,2022-02-19,12.881547,80.076461,21,96,3
921,2022-02-19,12.881715,80.075999,22,98,3
922,2022-02-19,12.881924,80.075602,23,49,3
923,2022-02-19,12.882101,80.075261,24,30,3
924,2022-02-19,12.882206,80.074756,25,53,3
925,2022-02-19,12.881861,80.074681,26,36,3
926,2022-02-19,12.881725,80.075046,27,34,3
927,2022-02-19,12.881536,80.075368,28,86,3
928,2022-02-19,12.881421,80.07583,29,88,3
929,2022-02-19,12.881264,80.076291,30,77,3
930,2022-02-19,12.879586,80.07653,31,94,4
931,2022-02-19,12.879356,80.076605,32,46,4
932,2022-02-19,12.879282,80.076814,33,84,4
933,2022-02-19,12.879481,80.076503,34,86,4
934,2022-02-19,12.879251,80.077018,35,82,4
935,2022-02-19,12.879193,80.077212,36,96,4
936,2022-02-19,12.879146,80.077357,37,56,4
937,2022-02-19,12.879037,80.077459,38,70,4
938,2022-02-19,12.878995,80.077695,39,67,4
939,2022-02-19,12.878911,80.077877,40,33,4
940,2022-02-19,12.879795,80.07505,41,90,5
941,2022-02-19,12.87969,80.075254,42,93,5
942,2022-02-19,12.880046,80.074761,43,73,5
943,2022-02-19,12.88037,80.075362,44,99,5
944,2022-02-19,12.880642,80.075008,45,39,5
945,2022-02-19,12.881113,80.075201,46,76,5
946,2022-02-19,12.880893,80.075544,47,88,5
947,2022-02-19,12.881018,80.075534,48,58,5
948,2022-02-19,12.879696,80.075132,49,74,5
949,2022-02-19,12.881133,80.075362,50,85,5
950,2022-02-20,12.879995,80.07858,1,30,1
951,2022-02-20,12.880075,80.078284,2,69,1
952,2022-02-20,12.880195,80.078042,3,45,1
953,2022-02-20,12.880242,80.077833,4,29,1
954,2022-02-20,12.880336,80.077602,5,81,1
955,2022-02-20,12.880424,80.077378,6,55,1
956,2022-02-20,12.880503,80.077136,7,65,1
957,2022-02-20,12.88043,80.076799,8,58,1
958,2022-02-20,12.880518,80.076922,9,34,1
959,2022-02-20,12.880215,80.076766,10,28,1
960,2022-02-20,12.880027,80.076831,11,75,2
961,2022-02-20,12.879985,80.076997,12,44,2
962,2022-02-20,12.879938,80.077174,13,72,2
963,2022-02-20,12.879901,80.077351,14,81,2
964,2022-02-20,12.879818,80.077496,15,67,2
965,2022-02-20,12.879781,80.077743,16,40,2
966,2022-02-20,12.879708,80.077904,17,27,2
967,2022-02-20,12.87965,80.07806,18,88,2
968,2022-02-20,12.879603,80.078264,19,69,2
969,2022-02-20,12.879512,80.078409,20,73,2
970,2022-02-20,12.881547,80.076461,21,50,3
971,2022-02-20,12.881715,80.075999,22,59,3
972,2022-02-20,12.881924,80.075602,23,76,3
973,2022-02-20,12.882101,80.075261,24,37,3
974,2022-02-20,12.882206,80.074756,25,60,3
975,2022-02-20,12.881861,80.074681,26,62,3
976,2022-02-20,12.881725,80.075046,27,58,3
977,2022-02-20,12.881536,80.075368,28,57,3
978,2022-02-20,12.881421,80.07583,29,79,3
979,2022-02-20,12.881264,80.076291,30,61,3
980,2022-02-20,12.879586,80.07653,31,95,4
981,2022-02-20,12.879356,80.076605,32,66,4
982,2022-02-20,12.879282,80.076814,33,31,4
983,2022-02-20,12.879481,80.076503,34,76,4
984,2022-02-20,12.879251,80.077018,35,30,4
985,2022-02-20,12.879193,80.077212,36,88,4
986,2022-02-20,12.879146,80.077357,37,100,4
987,2022-02-20,12.879037,80.077459,38,95,4
988,2022-02-20,12.878995,80.077695,39,49,4
989,2022-02-20,12.878911,80.077877,40,43,4
990,2022-02-20,12.879795,80.07505,41,87,5
991,2022-02-20,12.87969,80.075254,42,34,5
992,2022-02-20,12.880046,80.074761,43,82,5
993,2022-02-20,12.88037,80.075362,44,33,5
994,2022-02-20,12.880642,80.075008,45,40,5
995,2022-02-20,12.881113,80.075201,46,73,5
996,2022-02-20,12.880893,80.075544,47,66,5
997,2022-02-20,12.881018,80.075534,48,49,5
998,2022-02-20,12.879696,80.075132,49,60,5
999,2022-02-20,12.881133,80.075362,50,58,5
1000,2022-02-21,12.879995,80.07858,1,76,1
1001,2022-02-21,12.880075,80.078284,2,56,1
1002,2022-02-21,12.880195,80.078042,3,28,1
1003,2022-02-21,12.880242,80.077833,4,32,1
1004,2022-02-21,12.880336,80.077602,5,44,1
1005,2022-02-21,12.880424,80.077378,6,31,1
1006,2022-02-21,12.880503,80.077136,7,27,1
1007,2022-02-21,12.88043,80.076799,8,72,1
1008,2022-02-21,12.880518,80.076922,9,69,1
1009,2022-02-21,12.880215,80.076766,10,86,1
1010,2022-02-21,12.880027,80.076831,11,97,2
1011,2022-02-21,12.879985,80.076997,12,55,2
1012,2022-02-21,12.879938,80.077174,13,72,2
1013,2022-02-21,12.879901,80.077351,14,73,2
1014,2022-02-21,12.879818,80.077496,15,53,2
1015,2022-02-21,12.879781,80.077743,16,68,2
1016,2022-02-21,12.879708,80.077904,17,97,2
1017,2022-02-21,12.87965,80.07806,18,55,2
1018,2022-02-21,12.879603,80.078264,19,47,2
1019,2022-02-21,12.879512,80.078409,20,25,2
1020,2022-02-21,12.881547,80.076461,21,78,3
1021,2022-02-21,12.881715,80.075999,22,52,3
1022,2022-02-21,12.881924,80.075602,23,62,3
1023,2022-02-21,12.882101,80.075261,24,84,3
1024,2022-02-21,12.882206,80.074756,25,51,3
1025,2022-02-21,12.881861,80.074681,26,71,3
1026,2022-02-21,12.881725,80.075046,27,56,3
1027,2022-02-21,12.881536,80.075368,28,37,3
1028,2022-02-21,12.881421,80.07583,29,86,3
1029,2022-02-21,12.881264,80.076291,30,60,3
1030,2022-02-21,12.879586,80.07653,31,50,4
1031,2022-02-21,12.879356,80.076605,32,79,4
1032,2022-02-21,12.879282,80.076814,33,41,4
1033,2022-02-21,12.879481,80.076503,34,94,4
1034,2022-02-21,12.879251,80.077018,35,33,4
1035,2022-02-21,12.879193,80.077212,36,60,4
1036,2022-02-21,12.879146,80.077357,37,63,4
1037,2022-02-21,12.879037,80.077459,38,58,4
1038,2022-02-21,12.878995,80.077695,39,51,4
1039,2022-02-21,12.878911,80.077877,40,37,4
1040,2022-02-21,12.879795,80.07505,41,90,5
1041,2022-02-21,12.87969,80.075254,42,97,5
1042,2022-02-21,12.880046,80.074761,43,39,5
1043,2022-02-21,12.88037,80.075362,44,43,5
1044,2022-02-21,12.880642,80.075008,45,80,5
1045,2022-02-21,12.881113,80.075201,46,32,5
1046,2022-02-21,12.880893,80.075544,47,56,5
1047,2022-02-21,12.881018,80.075534,48,45,5
1048,2022-02-21,12.879696,80.075132,49,96,5
1049,2022-02-21,12.881133,80.075362,50,26,5
1050,2022-02-22,12.879995,80.07858,1,43,1
1051,2022-02-22,12.880075,80.078284,2,53,1
1052,2022-02-22,12.880195,80.078042,3,50,1
1053,2022-02-22,12.880242,80.077833,4,77,1
1054,2022-02-22,12.880336,80.077602,5,67,1
1055,2022-02-22,12.880424,80.077378,6,41,1
1056,2022-02-22,12.880503,80.077136,7,60,1
1057,2022-02-22,12.88043,80.076799,8,74,1
1058,2022-02-22,12.880518,80.076922,9,74,1
1059,2022-02-22,12.880215,80.076766,10,44,1
1060,2022-02-22,12.880027,80.076831,11,49,2
1061,2022-02-22,12.879985,80.076997,12,26,2
1062,2022-02-22,12.879938,80.077174,13,86,2
1063,2022-02-22,12.879901,80.077351,14,60,2
1064,2022-02-22,12.879818,80.077496,15,46,2
1065,2022-02-22,12.879781,80.077743,16,95,2
1066,2022-02-22,12.879708,80.077904,17,27,2
1067,2022-02-22,12.87965,80.07806,18,66,2
1068,2022-02-22,12.879603,80.078264,19,90,2
1069,2022-02-22,12.879512,80.078409,20,67,2
1070,2022-02-22,12.881547,80.076461,21,69,3
1071,2022-02-22,12.881715,80.075999,22,48,3
1072,2022-02-22,12.881924,80.075602,23,39,3
1073,2022-02-22,12.882101,80.075261,24,47,3
1074,2022-02-22,12.882206,80.074756,25,28,3
1075,2022-02-22,12.881861,80.074681,26,71,3
1076,2022-02-22,12.881725,80.075046,27,65,3
1077,2022-02-22,12.881536,80.075368,28,35,3
1078,2022-02-22,12.881421,80.07583,29,54,3
1079,2022-02-22,12.881264,80.076291,30,68,3
1080,2022-02-22,12.879586,80.07653,31,75,4
1081,2022-02-22,12.879356,80.076605,32,33,4
1082,2022-02-22,12.879282,80.076814,33,72,4
1083,2022-02-22,12.879481,80.076503,34,50,4
1084,2022-02-22,12.879251,80.077018,35,97,4
1085,2022-02-22,12.879193,80.077212,36,72,4
1086,2022-02-22,12.879146,80.077357,37,46,4
1087,2022-02-22,12.879037,80.077459,38,39,4
1088,2022-02-22,12.878995,80.077695,39,87,4
1089,2022-02-22,12.878911,80.077877,40,95,4
1090,2022-02-22,12.879795,80.07505,41,39,5
1091,2022-02-22,12.87969,80.075254,42,78,5
1092,2022-02-22,12.880046,80.074761,43,39,5
1093,2022-02-22,12.88037,80.075362,44,87,5
1094,2022-02-22,12.880642,80.075008,45,95,5
1095,2022-02-22,12.881113,80.075201,46,87,5
1096,2022-02-22,12.880893,80.075544,47,97,5
1097,2022-02-22,12.881018,80.075534,48,98,5
1098,2022-02-22,12.879696,80.075132,49,61,5
1099,2022-02-22,12.881133,80.075362,50,55,5
1100,2022-02-23,12.879995,80.07858,1,80,1
1101,2022-02-23,12.880075,80.078284,2,50,1
1102,2022-02-23,12.880195,80.078042,3,45,1
1103,2022-02-23,12.880242,80.077833,4,65,1
1104,2022-02-23,12.880336,80.077602,5,60,1
1105,2022-02-23,12.880424,80.077378,6,33,1
1106,2022-02-23,12.880503,80.077136,7,75,1
1107,2022-02-23,12.88043,80.076799,8,69,1
1108,2022-02-23,12.880518,80.076922,9,73,1
1109,2022-02-23,12.880215,80.076766,10,74,1
1110,2022-02-23,12.880027,80.076831,11,74,2
